school_to_school,distance,distance_mi,town_1,town_2,loc1,lat1,lon1,loc2,lat2,lon2,district_code_x,district_name_x,district_code_y,district_name_y,avg_class_size_x,avg_class_size_y,african_american_pct_x,asian_pct_x,hispanic_pct_x,white_pct_x,native_american_pct_x,nhpi_pct_x,mrnh_pct_x,african_american_pct_y,asian_pct_y,hispanic_pct_y,white_pct_y,native_american_pct_y,nhpi_pct_y,mrnh_pct_y,ap_pct_score_3-5_x,ap_pct_score_3-5_y,attend_uni_(pct)_x,attend_uni_(pct)_y,private_four-year_(pct)_x,private_four-year_(pct)_y,pct_graduated_x,pct_graduated_y,pct_dropped_out_x,pct_dropped_out_y,school_name_x,school_name_y,pop_census_2020_x,pop_census_2020_y,hisp_latino_pct_x,hisp_latino_pct_y,white_pop_nhl_x,white_pop_nhl_y,foreign_born_pct_x,foreign_born_pct_y,median_household_income_x,median_household_income_y,per_cap_income_12_mos_x,per_cap_income_12_mos_y,pop_sq_mo_2010_x,pop_sq_mo_2010_y
Rockport-Newbury,27.08449061,16.829522160879524,Rockport,Newbury,26,42.652187,-70.609562,22,42.744187,-70.916438,2520000.0,Rockport,7730000.0,Triton,14.7,16.9,0.7,1.8,3.6,90.4,0.0,0.1,3.4,1.6,2.1,3.9,90.1,0.1,0.1,2.0,38.8,69.0,66.7,67.2,48.0,30.8,94.9,89.5,1.3,3.7,Rockport High School,Triton Regional High School,6992,6716,0.007,0.03,0.965,0.921,0.029,0.04,85208,101875,51122,57871,994.4,285.4
Groveland-Lynnfield,27.16631303,16.880364255363606,Groveland,Lynnfield,9,42.782938,-71.013188,15,42.539063,-71.033062,7450000.0,Pentucket,1640000.0,Lynnfield,16.3,17.6,0.4,1.2,6.0,89.9,0.1,0.0,2.5,1.9,6.9,5.8,82.2,0.0,0.0,3.2,63.3,67.0,80.2,85.4,40.4,44.0,94.7,97.5,3.2,1.3,Pentucket Regional High School,Lynnfield High School,6752,13000,0.032,0.024,0.959,0.907,0.025,0.078,103125,128641,44709,63191,727.1,1173.4
North Andover-Salem,27.35070426,16.994939653374267,North Andover,Salem,24,42.700563,-71.116563,28,42.506312,-70.911563,2110000.0,North Andover,2580000.0,Salem,18.0,13.5,2.9,7.6,13.5,72.5,0.1,0.1,3.3,6.6,2.6,43.9,42.4,0.0,0.0,4.5,80.0,56.1,83.0,50.2,48.4,27.3,97.3,73.9,0.3,10.9,North Andover High School,Salem High School,30915,44480,0.076,0.178,0.811,0.718,0.119,0.146,108070,68808,54939,38400,1077.8,4992.9
Rockport-Danvers,27.46837267,17.068055413321378,Rockport,Danvers,26,42.652187,-70.609562,5,42.582062,-70.931438,2520000.0,Rockport,710000.0,Danvers,14.7,16.8,0.7,1.8,3.6,90.4,0.0,0.1,3.4,2.3,2.4,9.1,83.6,0.1,0.0,2.6,38.8,55.7,66.7,70.9,48.0,39.3,94.9,95.8,1.3,0.8,Rockport High School,Danvers High School,6992,28087,0.007,0.051,0.965,0.876,0.029,0.105,85208,89250,51122,44005,994.4,1995.6
Georgetown-Marblehead,27.48499775,17.078385759064822,Georgetown,Marblehead,7,42.724063,-70.986438,17,42.492438,-70.869187,1050000.0,Georgetown,1680000.0,Marblehead,14.9,16.2,0.8,1.0,2.4,93.7,0.0,0.2,2.0,3.0,1.4,6.9,85.2,0.0,0.0,3.4,87.2,65.2,82.6,79.1,41.1,45.5,95.5,95.1,2.7,0.8,Georgetown High School,Marblehead High School,8470,20441,0.035,0.05,0.932,0.911,0.037,0.105,128466,123333,53243,69148,636.3,4515.5
Newburyport-Manchester,27.50737618,17.092291070744253,Newburyport,Manchester,23,42.813187,-70.886188,16,42.582062,-70.766188,2040000.0,Newburyport,6980000.0,Manchester Essex Regional,14.0,14.8,0.9,1.9,4.3,90.3,0.0,0.0,2.6,0.5,1.2,1.3,96.5,0.0,0.0,0.6,62.0,77.7,81.5,83.0,43.4,40.9,94.6,99.1,0.5,0.0,Newburyport High School,Manchester Essex Regional High School,18289,5395,0.028,0.015,0.924,0.971,0.075,0.078,109839,148854,64018,74989,2086.2,556.5
Lawrence-Saugus,27.51394569,17.09637317499067,Lawrence,Saugus,13,42.691187,-71.145062,30,42.460813,-71.022437,1490000.0,Lawrence,2620000.0,Saugus,17.9,17.0,1.3,1.2,93.8,3.2,0.0,0.0,0.4,5.4,5.5,22.8,62.5,0.8,0.4,2.6,23.8,50.6,45.7,63.0,19.6,36.3,72.8,87.7,8.8,7.3,Lawrence High School,Saugus High School,89143,28619,0.806,0.086,0.148,0.833,0.406,0.132,44613,88667,20858,39790,11028.0,2467.0
Haverhill-Hamilton,27.5482095,17.117663719384304,Haverhill,Hamilton,11,42.787188,-71.106938,10,42.628687,-70.847813,1280000.0,Haverhill,6750000.0,Hamilton-Wenham,17.2,11.8,5.2,1.8,40.9,49.7,0.2,0.1,2.1,0.5,3.7,5.2,87.8,0.0,0.2,2.7,48.4,62.1,56.9,81.5,28.5,57.1,80.4,97.2,7.7,0.7,Haverhill High School,Hamilton-Wenham Regional High School,67787,7561,0.232,0.015,0.697,0.91,0.107,0.096,69426,127813,33918,49347,1846.5,547.4
Swampscott-Andover,27.6162355,17.159933115955244,Swampscott,Andover,31,42.479062,-70.920438,2,42.657187,-71.155438,2910000.0,Swampscott,90000.0,Andover,16.8,12.3,3.7,2.7,12.1,78.1,0.2,0.0,3.1,2.7,19.0,7.9,66.5,0.1,0.1,3.7,68.8,74.4,77.5,81.1,37.1,52.4,95.7,95.2,0.6,0.9,Swampscott High School,Andover High School,15111,9735,0.025,0.025,0.917,0.847,0.129,0.135,113407,95600,56405,55457,4560.1,2376.6
Newburyport-Beverly,27.62095328,17.162864608528,Newburyport,Beverly,23,42.813187,-70.886188,3,42.564813,-70.881187,2040000.0,Newburyport,300000.0,Beverly,14.0,16.4,0.9,1.9,4.3,90.3,0.0,0.0,2.6,3.5,2.5,14.9,75.0,0.1,0.0,4.0,62.0,56.5,81.5,75.1,43.4,36.9,94.6,91.0,0.5,4.8,Newburyport High School,Beverly High School,18289,42670,0.028,0.051,0.924,0.885,0.075,0.08,109839,80586,64018,45803,2086.2,2617.2
Andover-Amesbury,27.69818497,17.210854155649013,Andover,Amesbury,2,42.657187,-71.155438,1,42.851062,-70.942437,90000.0,Andover,70000.0,Amesbury,12.3,15.1,2.7,19.0,7.9,66.5,0.1,0.1,3.7,1.9,1.2,9.7,82.6,0.2,0.1,4.3,74.4,58.7,81.1,67.5,52.4,33.3,95.2,87.9,0.9,3.0,Andover High School,Amesbury High School,9735,17366,0.025,0.025,0.847,0.938,0.135,0.043,95600,82468,55457,42607,2376.6,1327.8
Rockport-Marblehead,27.70401383,17.214476041323557,Rockport,Marblehead,26,42.652187,-70.609562,17,42.492438,-70.869187,2520000.0,Rockport,1680000.0,Marblehead,14.7,16.2,0.7,1.8,3.6,90.4,0.0,0.1,3.4,3.0,1.4,6.9,85.2,0.0,0.0,3.4,38.8,65.2,66.7,79.1,48.0,45.5,94.9,95.1,1.3,0.8,Rockport High School,Marblehead High School,6992,20441,0.007,0.05,0.965,0.911,0.029,0.105,85208,123333,51122,69148,994.4,4515.5
Lynn-Georgetown,27.72862578,17.229769197983277,Lynn,Georgetown,14,42.476687,-70.943687,7,42.724063,-70.986438,1630000.0,Lynn,1050000.0,Georgetown,15.4,14.9,8.2,7.5,67.9,13.0,0.3,0.0,3.1,0.8,1.0,2.4,93.7,0.0,0.2,2.0,23.3,87.2,41.1,82.6,27.8,41.1,79.0,95.5,13.7,2.7,Lynn Classical High School + Lynn English High School,Georgetown High School,101253,8470,0.428,0.035,0.359,0.932,0.367,0.037,56181,128466,26291,53243,8409.5,636.3
Saugus-North Andover,27.75055258,17.24339387979217,Saugus,North Andover,30,42.460813,-71.022437,24,42.700563,-71.116563,2620000.0,Saugus,2110000.0,North Andover,17.0,18.0,5.4,5.5,22.8,62.5,0.8,0.4,2.6,2.9,7.6,13.5,72.5,0.1,0.1,3.3,50.6,80.0,63.0,83.0,36.3,48.4,87.7,97.3,7.3,0.3,Saugus High School,North Andover High School,28619,30915,0.086,0.076,0.833,0.811,0.132,0.119,88667,108070,39790,54939,2467.0,1077.8
Georgetown-Swampscott,27.77328064,17.25751644148076,Georgetown,Swampscott,7,42.724063,-70.986438,21,42.479062,-70.920438,1050000.0,Georgetown,2910000.0,Swampscott,14.9,16.8,0.8,1.0,2.4,93.7,0.0,0.2,2.0,3.7,2.7,12.1,78.1,0.2,0.0,3.1,87.2,68.8,82.6,77.5,41.1,37.1,95.5,95.7,2.7,0.6,Georgetown High School,Swampscott High School,8470,15111,0.035,0.025,0.932,0.917,0.037,0.129,128466,113407,53243,56405,636.3,4560.1
Newburyport-Andover,28.00839182,17.403607755179664,Newburyport,Andover,23,42.813187,-70.886188,2,42.657187,-71.155438,2040000.0,Newburyport,90000.0,Andover,14.0,12.3,0.9,1.9,4.3,90.3,0.0,0.0,2.6,2.7,19.0,7.9,66.5,0.1,0.1,3.7,62.0,74.4,81.5,81.1,43.4,52.4,94.6,95.2,0.5,0.9,Newburyport High School,Andover High School,18289,9735,0.028,0.025,0.924,0.847,0.075,0.135,109839,95600,64018,55457,2086.2,2376.6
Gloucester-Newburyport,28.06608503,17.439456653732286,Gloucester,Newburyport,8,42.613438,-70.676187,23,42.813187,-70.886188,1070000.0,Gloucester,2040000.0,Newburyport,13.1,14.0,1.8,1.2,12.9,79.7,0.3,0.3,3.8,0.9,1.9,4.3,90.3,0.0,0.0,2.6,55.0,62.0,49.2,81.5,39.1,43.4,83.7,94.6,5.8,0.5,Gloucester High School,Newburyport High School,29729,18289,0.024,0.028,0.919,0.924,0.086,0.075,72574,109839,43321,64018,1099.0,2086.2
Salem-Lawrence,28.06914704,17.441359298529775,Salem,Lawrence,28,42.506312,-70.911563,13,42.691187,-71.145062,2580000.0,Salem,1490000.0,Lawrence,13.5,17.9,6.6,2.6,43.9,42.4,0.0,0.0,4.5,1.3,1.2,93.8,3.2,0.0,0.0,0.4,56.1,23.8,50.2,45.7,27.3,19.6,73.9,72.8,10.9,8.8,Salem High School,Lawrence High School,44480,89143,0.178,0.806,0.718,0.148,0.146,0.406,68808,44613,38400,20858,4992.9,11028.0
Georgetown-Gloucester,28.19131195,17.51726905403272,Georgetown,Gloucester,7,42.724063,-70.986438,8,42.613438,-70.676187,1050000.0,Georgetown,1070000.0,Gloucester,14.9,13.1,0.8,1.0,2.4,93.7,0.0,0.2,2.0,1.8,1.2,12.9,79.7,0.3,0.3,3.8,87.2,55.0,82.6,49.2,41.1,39.1,95.5,83.7,2.7,5.8,Georgetown High School,Gloucester High School,8470,29729,0.035,0.024,0.932,0.919,0.037,0.086,128466,72574,53243,43321,636.3,1099.0
Haverhill-Lynnfield,28.24376989,17.549864906635467,Haverhill,Lynnfield,11,42.787188,-71.106938,15,42.539063,-71.033062,1280000.0,Haverhill,1640000.0,Lynnfield,17.2,17.6,5.2,1.8,40.9,49.7,0.2,0.1,2.1,1.9,6.9,5.8,82.2,0.0,0.0,3.2,48.4,67.0,56.9,85.4,28.5,44.0,80.4,97.5,7.7,1.3,Haverhill High School,Lynnfield High School,67787,13000,0.232,0.024,0.697,0.907,0.107,0.078,69426,128641,33918,63191,1846.5,1173.4
Salisbury-Marblehead,28.25895655,17.559301459631794,Salisbury,Marblehead,29,42.744187,-70.916438,17,42.492438,-70.869187,7730000.0,Triton,1680000.0,Marblehead,16.9,16.2,1.6,2.1,3.9,90.1,0.1,0.1,2.0,3.0,1.4,6.9,85.2,0.0,0.0,3.4,69.0,65.2,67.2,79.1,30.8,45.5,89.5,95.1,3.7,0.8,Triton Regional High School,Marblehead High School,9236,20441,0.036,0.05,0.928,0.911,0.049,0.105,81304,123333,43214,69148,536.9,4515.5
Lynn-North Andover,28.63560951,17.793342757604016,Lynn,North Andover,14,42.476687,-70.943687,24,42.700563,-71.116563,1630000.0,Lynn,2110000.0,North Andover,15.4,18.0,8.2,7.5,67.9,13.0,0.3,0.0,3.1,2.9,7.6,13.5,72.5,0.1,0.1,3.3,23.3,80.0,41.1,83.0,27.8,48.4,79.0,97.3,13.7,0.3,Lynn Classical High School + Lynn English High School,North Andover High School,101253,30915,0.428,0.076,0.359,0.811,0.367,0.119,56181,108070,26291,54939,8409.5,1077.8
Newburyport-Rockport,28.82648004,17.911944205966048,Newburyport,Rockport,23,42.813187,-70.886188,26,42.652187,-70.609562,2040000.0,Newburyport,2520000.0,Rockport,14.0,14.7,0.9,1.9,4.3,90.3,0.0,0.0,2.6,0.7,1.8,3.6,90.4,0.0,0.1,3.4,62.0,38.8,81.5,66.7,43.4,48.0,94.6,94.9,0.5,1.3,Newburyport High School,Rockport High School,18289,6992,0.028,0.007,0.924,0.965,0.075,0.029,109839,85208,64018,51122,2086.2,994.4
Hamilton-Methuen,28.89765877,17.956172618128836,Hamilton,Methuen,10,42.628687,-70.847813,19,42.733063,-71.171563,6750000.0,Hamilton-Wenham,1810000.0,Methuen,11.8,18.3,0.5,3.7,5.2,87.8,0.0,0.2,2.7,3.8,3.7,46.0,42.6,0.1,0.1,3.9,62.1,46.2,81.5,60.0,57.1,29.0,97.2,93.2,0.7,2.7,Hamilton-Wenham Regional High School,Methuen High School,7561,53059,0.015,0.295,0.91,0.609,0.096,0.223,127813,77484,49347,35387,547.4,2124.0
Ipswich-Saugus,28.95756852,17.993398810778938,Ipswich,Saugus,12,42.688563,-70.850938,30,42.460813,-71.022437,1440000.0,Ipswich,2620000.0,Saugus,15.1,17.0,1.3,1.3,7.1,86.3,0.1,0.0,4.0,5.4,5.5,22.8,62.5,0.8,0.4,2.6,78.6,50.6,69.9,63.0,45.2,36.3,90.8,87.7,4.9,7.3,Ipswich High School,Saugus High School,13785,28619,0.042,0.086,0.92,0.833,0.065,0.132,93212,88667,52393,39790,410.3,2467.0
Lynn-Lawrence,28.99482504,18.016548938946595,Lynn,Lawrence,14,42.476687,-70.943687,13,42.691187,-71.145062,1630000.0,Lynn,1490000.0,Lawrence,15.4,17.9,8.2,7.5,67.9,13.0,0.3,0.0,3.1,1.3,1.2,93.8,3.2,0.0,0.0,0.4,23.3,23.8,41.1,45.7,27.8,19.6,79.0,72.8,13.7,8.8,Lynn Classical High School + Lynn English High School,Lawrence High School,101253,89143,0.428,0.806,0.359,0.148,0.367,0.406,56181,44613,26291,20858,8409.5,11028.0
Haverhill-Peabody,29.08036787,18.069702789019665,Haverhill,Peabody,11,42.787188,-71.106938,25,42.544562,-70.974187,1280000.0,Haverhill,2290000.0,Peabody,17.2,16.4,5.2,1.8,40.9,49.7,0.2,0.1,2.1,3.8,2.1,19.4,72.5,0.2,0.0,2.0,48.4,56.5,56.9,60.9,28.5,37.7,80.4,88.0,7.7,5.9,Haverhill High School,Peabody Veterans Memorial High School,67787,54481,0.232,0.099,0.697,0.827,0.107,0.154,69426,73217,33918,40095,1846.5,3161.4
Swampscott-North Andover,29.40075651,18.268783059518945,Swampscott,North Andover,21,42.479062,-70.920438,24,42.700563,-71.116563,2910000.0,Swampscott,2110000.0,North Andover,16.8,18.0,3.7,2.7,12.1,78.1,0.2,0.0,3.1,2.9,7.6,13.5,72.5,0.1,0.1,3.3,68.8,80.0,77.5,83.0,37.1,48.4,95.7,97.3,0.6,0.3,Swampscott High School,North Andover High School,15111,30915,0.025,0.076,0.917,0.811,0.129,0.119,113407,108070,56405,54939,4560.1,1077.8
Georgetown-Saugus,29.42002438,18.28075555882961,Georgetown,Saugus,7,42.724063,-70.986438,30,42.460813,-71.022437,1050000.0,Georgetown,2620000.0,Saugus,14.9,17.0,0.8,1.0,2.4,93.7,0.0,0.2,2.0,5.4,5.5,22.8,62.5,0.8,0.4,2.6,87.2,50.6,82.6,63.0,41.1,36.3,95.5,87.7,2.7,7.3,Georgetown High School,Saugus High School,8470,28619,0.035,0.086,0.932,0.833,0.037,0.132,128466,88667,53243,39790,636.3,2467.0
Swampscott-Newbury,29.48237218,18.31949668550949,Swampscott,Newbury,21,42.479062,-70.920438,22,42.744187,-70.916438,2910000.0,Swampscott,7730000.0,Triton,16.8,16.9,3.7,2.7,12.1,78.1,0.2,0.0,3.1,1.6,2.1,3.9,90.1,0.1,0.1,2.0,68.8,69.0,77.5,67.2,37.1,30.8,95.7,89.5,0.6,3.7,Swampscott High School,Triton Regional High School,15111,6716,0.025,0.03,0.917,0.921,0.129,0.04,113407,101875,56405,57871,4560.1,285.4
Rockport-Salem,29.57251753,18.37551040891196,Rockport,Salem,26,42.652187,-70.609562,28,42.506312,-70.911563,2520000.0,Rockport,2580000.0,Salem,14.7,13.5,0.7,1.8,3.6,90.4,0.0,0.1,3.4,6.6,2.6,43.9,42.4,0.0,0.0,4.5,38.8,56.1,66.7,50.2,48.0,27.3,94.9,73.9,1.3,10.9,Rockport High School,Salem High School,6992,44480,0.007,0.178,0.965,0.718,0.029,0.146,85208,68808,51122,38400,994.4,4992.9
Andover-Marblehead,29.7487598,18.48502227795016,Andover,Marblehead,2,42.657187,-71.155438,17,42.492438,-70.869187,90000.0,Andover,1680000.0,Marblehead,12.3,16.2,2.7,19.0,7.9,66.5,0.1,0.1,3.7,3.0,1.4,6.9,85.2,0.0,0.0,3.4,74.4,65.2,81.1,79.1,52.4,45.5,95.2,95.1,0.9,0.8,Andover High School,Marblehead High School,9735,20441,0.025,0.05,0.847,0.911,0.135,0.105,95600,123333,55457,69148,2376.6,4515.5
Newbury-Lynn,29.82811573,18.534331766607817,Newbury,Lynn,22,42.744187,-70.916438,14,42.476687,-70.943687,7730000.0,Triton,1630000.0,Lynn,16.9,15.4,1.6,2.1,3.9,90.1,0.1,0.1,2.0,8.2,7.5,67.9,13.0,0.3,0.0,3.1,69.0,23.3,67.2,41.1,30.8,27.8,89.5,79.0,3.7,13.7,Triton Regional High School,Lynn Classical High School + Lynn English High School,6716,101253,0.03,0.428,0.921,0.359,0.04,0.367,101875,56181,57871,26291,285.4,8409.5
Swampscott-Lawrence,29.90894165,18.584554664701063,Swampscott,Lawrence,21,42.479062,-70.920438,13,42.691187,-71.145062,2910000.0,Swampscott,1490000.0,Lawrence,16.8,17.9,3.7,2.7,12.1,78.1,0.2,0.0,3.1,1.3,1.2,93.8,3.2,0.0,0.0,0.4,68.8,23.8,77.5,45.7,37.1,19.6,95.7,72.8,0.6,8.8,Swampscott High School,Lawrence High School,15111,89143,0.025,0.806,0.917,0.148,0.129,0.406,113407,44613,56405,20858,4560.1,11028.0
Danvers-Amesbury,29.92492957,18.594489097577085,Danvers,Amesbury,5,42.582062,-70.931438,1,42.851062,-70.942437,710000.0,Danvers,70000.0,Amesbury,16.8,15.1,2.3,2.4,9.1,83.6,0.1,0.0,2.6,1.9,1.2,9.7,82.6,0.2,0.1,4.3,55.7,58.7,70.9,67.5,39.3,33.3,95.8,87.9,0.8,3.0,Danvers High School,Amesbury High School,28087,17366,0.051,0.025,0.876,0.938,0.105,0.043,89250,82468,44005,42607,1995.6,1327.8
Groveland-Manchester,30.10909887,18.708926594679557,Groveland,Manchester,34,42.782938,-71.013188,6,42.582062,-70.766188,7450000.0,Pentucket,6980000.0,Manchester Essex Regional,16.3,14.8,0.4,1.2,6.0,89.9,0.1,0.0,2.5,0.5,1.2,1.3,96.5,0.0,0.0,0.6,63.3,77.7,80.2,83.0,40.4,40.9,94.7,99.1,3.2,0.0,Pentucket Regional High School,Manchester Essex Regional High School,6752,5395,0.032,0.015,0.959,0.971,0.025,0.078,103125,148854,44709,74989,727.1,556.5
Rockport-Boxford,30.11341641,18.711609389647226,Rockport,Boxford,26,42.652187,-70.609562,4,42.624813,-70.975813,2520000.0,Rockport,7050000.0,Masconomet,14.7,15.8,0.7,1.8,3.6,90.4,0.0,0.1,3.4,0.7,3.7,3.1,90.0,0.1,0.2,2.4,38.8,83.5,66.7,88.3,48.0,47.2,94.9,95.9,1.3,1.7,Rockport High School,Masconomet Regional High School,6992,8203,0.007,0.024,0.965,0.935,0.029,0.046,85208,184007,51122,79705,994.4,338.1
Methuen-Beverly,30.23255392,18.785638006009563,Methuen,Beverly,19,42.733063,-71.171563,3,42.564813,-70.881187,1810000.0,Methuen,300000.0,Beverly,18.3,16.4,3.8,3.7,46.0,42.6,0.1,0.1,3.9,3.5,2.5,14.9,75.0,0.1,0.0,4.0,46.2,56.5,60.0,75.1,29.0,36.9,93.2,91.0,2.7,4.8,Methuen High School,Beverly High School,53059,42670,0.295,0.051,0.609,0.885,0.223,0.08,77484,80586,35387,45803,2124.0,2617.2
Lynnfield-Gloucester,30.36916189,18.87052226289195,Lynnfield,Gloucester,15,42.539063,-71.033062,8,42.613438,-70.676187,1640000.0,Lynnfield,1070000.0,Gloucester,17.6,13.1,1.9,6.9,5.8,82.2,0.0,0.0,3.2,1.8,1.2,12.9,79.7,0.3,0.3,3.8,67.0,55.0,85.4,49.2,44.0,39.1,97.5,83.7,1.3,5.8,Lynnfield High School,Gloucester High School,13000,29729,0.024,0.024,0.907,0.919,0.078,0.086,128641,72574,63191,43321,1173.4,1099.0
Peabody-Newburyport,30.72375266,19.090854751609864,Peabody,Newburyport,25,42.544562,-70.974187,23,42.813187,-70.886188,2290000.0,Peabody,2040000.0,Newburyport,16.4,14.0,3.8,2.1,19.4,72.5,0.2,0.0,2.0,0.9,1.9,4.3,90.3,0.0,0.0,2.6,56.5,62.0,60.9,81.5,37.7,43.4,88.0,94.6,5.9,0.5,Peabody Veterans Memorial High School,Newburyport High School,54481,18289,0.099,0.028,0.827,0.924,0.154,0.075,73217,109839,40095,64018,3161.4,2086.2
North Andover-Marblehead,30.75044548,19.10744090093772,North Andover,Marblehead,24,42.700563,-71.116563,17,42.492438,-70.869187,2110000.0,North Andover,1680000.0,Marblehead,18.0,16.2,2.9,7.6,13.5,72.5,0.1,0.1,3.3,3.0,1.4,6.9,85.2,0.0,0.0,3.4,80.0,65.2,83.0,79.1,48.4,45.5,97.3,95.1,0.3,0.8,North Andover High School,Marblehead High School,30915,20441,0.076,0.05,0.811,0.911,0.119,0.105,108070,123333,54939,69148,1077.8,4515.5
Beverly-Haverhill,30.85476801,19.17226391554763,Beverly,Haverhill,3,42.564813,-70.881187,11,42.787188,-71.106938,300000.0,Beverly,1280000.0,Haverhill,16.4,17.2,3.5,2.5,14.9,75.0,0.1,0.0,4.0,5.2,1.8,40.9,49.7,0.2,0.1,2.1,56.5,48.4,75.1,56.9,36.9,28.5,91.0,80.4,4.8,7.7,Beverly High School,Haverhill High School,42670,67787,0.051,0.232,0.885,0.697,0.08,0.107,80586,69426,45803,33918,2617.2,1846.5
Manchester-North Andover,31.54325369,19.60006908182719,Manchester,North Andover,6,42.582062,-70.766188,24,42.700563,-71.116563,6980000.0,Manchester Essex Regional,2110000.0,North Andover,14.8,18.0,0.5,1.2,1.3,96.5,0.0,0.0,0.6,2.9,7.6,13.5,72.5,0.1,0.1,3.3,77.7,80.0,83.0,83.0,40.9,48.4,99.1,97.3,0.0,0.3,Manchester Essex Regional High School,North Andover High School,5395,30915,0.015,0.076,0.971,0.811,0.078,0.119,148854,108070,74989,54939,556.5,1077.8
Lawrence-Marblehead,31.59767026,19.63388197068381,Lawrence,Marblehead,13,42.691187,-71.145062,17,42.492438,-70.869187,1490000.0,Lawrence,1680000.0,Marblehead,17.9,16.2,1.3,1.2,93.8,3.2,0.0,0.0,0.4,3.0,1.4,6.9,85.2,0.0,0.0,3.4,23.8,65.2,45.7,79.1,19.6,45.5,72.8,95.1,8.8,0.8,Lawrence High School,Marblehead High School,89143,20441,0.806,0.05,0.148,0.911,0.406,0.105,44613,123333,20858,69148,11028.0,4515.5
Georgetown-Rockport,31.82363964,19.77429283323797,Georgetown,Rockport,7,42.724063,-70.986438,26,42.652187,-70.609562,1050000.0,Georgetown,2520000.0,Rockport,14.9,14.7,0.8,1.0,2.4,93.7,0.0,0.2,2.0,0.7,1.8,3.6,90.4,0.0,0.1,3.4,87.2,38.8,82.6,66.7,41.1,48.0,95.5,94.9,2.7,1.3,Georgetown High School,Rockport High School,8470,6992,0.035,0.007,0.932,0.965,0.037,0.029,128466,85208,53243,51122,636.3,994.4
Salem-Merrimac,31.86269355,19.79855980776882,Salem,Merrimac,28,42.506312,-70.911563,18,42.782938,-71.013188,2580000.0,Salem,7450000.0,Pentucket,13.5,16.3,6.6,2.6,43.9,42.4,0.0,0.0,4.5,0.4,1.2,6.0,89.9,0.1,0.0,2.5,56.1,63.3,50.2,80.2,27.3,40.4,73.9,94.7,10.9,3.2,Salem High School,Pentucket Regional High School,44480,6723,0.178,0.024,0.718,0.956,0.146,0.033,68808,84609,38400,44616,4992.9,749.3
Rockport-Swampscott,31.91803108,19.832944954636584,Rockport,Swampscott,26,42.652187,-70.609562,21,42.479062,-70.920438,2520000.0,Rockport,2910000.0,Swampscott,14.7,16.8,0.7,1.8,3.6,90.4,0.0,0.1,3.4,3.7,2.7,12.1,78.1,0.2,0.0,3.1,38.8,68.8,66.7,77.5,48.0,37.1,94.9,95.7,1.3,0.6,Rockport High School,Swampscott High School,6992,15111,0.007,0.025,0.965,0.917,0.029,0.129,85208,113407,51122,56405,994.4,4560.1
Peabody-Rockport,32.15532556,19.98039290805461,Peabody,Rockport,25,42.544562,-70.974187,26,42.652187,-70.609562,2290000.0,Peabody,2520000.0,Rockport,16.4,14.7,3.8,2.1,19.4,72.5,0.2,0.0,2.0,0.7,1.8,3.6,90.4,0.0,0.1,3.4,56.5,38.8,60.9,66.7,37.7,48.0,88.0,94.9,5.9,1.3,Peabody Veterans Memorial High School,Rockport High School,54481,6992,0.099,0.007,0.827,0.965,0.154,0.029,73217,85208,40095,51122,3161.4,994.4
Amesbury-Beverly,32.22047822,20.02087689393048,Amesbury,Beverly,1,42.851062,-70.942437,3,42.564813,-70.881187,70000.0,Amesbury,300000.0,Beverly,15.1,16.4,1.9,1.2,9.7,82.6,0.2,0.1,4.3,3.5,2.5,14.9,75.0,0.1,0.0,4.0,58.7,56.5,67.5,75.1,33.3,36.9,87.9,91.0,3.0,4.8,Amesbury High School,Beverly High School,17366,42670,0.025,0.051,0.938,0.885,0.043,0.08,82468,80586,42607,45803,1327.8,2617.2
Methuen-Saugus,32.64113444,20.282260549932783,Methuen,Saugus,19,42.733063,-71.171563,30,42.460813,-71.022437,1810000.0,Methuen,2620000.0,Saugus,18.3,17.0,3.8,3.7,46.0,42.6,0.1,0.1,3.9,5.4,5.5,22.8,62.5,0.8,0.4,2.6,46.2,50.6,60.0,63.0,29.0,36.3,93.2,87.7,2.7,7.3,Methuen High School,Saugus High School,53059,28619,0.295,0.086,0.609,0.833,0.223,0.132,77484,88667,35387,39790,2124.0,2467.0
Saugus-Salisbury,32.6822826,20.307828831078293,Saugus,Salisbury,30,42.460813,-71.022437,29,42.744187,-70.916438,2620000.0,Saugus,7730000.0,Triton,17.0,16.9,5.4,5.5,22.8,62.5,0.8,0.4,2.6,1.6,2.1,3.9,90.1,0.1,0.1,2.0,50.6,69.0,63.0,67.2,36.3,30.8,87.7,89.5,7.3,3.7,Saugus High School,Triton Regional High School,28619,9236,0.086,0.036,0.833,0.928,0.132,0.049,88667,81304,39790,43214,2467.0,536.9
Newburyport-Lynnfield,32.76079866,20.356616448714604,Newburyport,Lynnfield,23,42.813187,-70.886188,15,42.539063,-71.033062,2040000.0,Newburyport,1640000.0,Lynnfield,14.0,17.6,0.9,1.9,4.3,90.3,0.0,0.0,2.6,1.9,6.9,5.8,82.2,0.0,0.0,3.2,62.0,67.0,81.5,85.4,43.4,44.0,94.6,97.5,0.5,1.3,Newburyport High School,Lynnfield High School,18289,13000,0.028,0.024,0.924,0.907,0.075,0.078,109839,128641,64018,63191,2086.2,1173.4
