school_to_school,distance_mi,town,year,hh_income,rank,category
Marblehead-Topsfield,10.634881963318213,Topsfield,1989,124224.0,410,y_hh_income
Peabody-Manchester,10.89742855278487,,1989,,411,y_hh_income
Gloucester-Beverly,10.9558361024831,Beverly,1989,75693.0,412,y_hh_income
Swampscott-Hamilton,10.979043471364784,Hamilton,1989,93972.0,413,y_hh_income
Manchester-Boxford,11.062451325444878,Boxford,1989,150155.0,414,y_hh_income
Merrimac-Middleton,11.088968260199872,Middleton,1989,88103.0,415,y_hh_income
Danvers-Newbury,11.227650685583374,Newbury,1989,84227.0,416,y_hh_income
Hamilton-Lynnfield,11.276499284588269,Lynnfield,1989,111927.0,417,y_hh_income
Andover-Groveland,11.297377400068251,Groveland,1989,92413.0,418,y_hh_income
Haverhill-Newburyport,11.334324255299892,Newburyport,1989,73810.0,419,y_hh_income
Saugus-Boxford,11.577205900611634,Boxford,1989,150155.0,420,y_hh_income
Lynn-Hamilton,11.58051109203177,Hamilton,1989,93972.0,421,y_hh_income
Lynn-Manchester,11.605556675732252,,1989,,422,y_hh_income
Peabody-Ipswich,11.758579459620153,Ipswich,1989,81012.0,423,y_hh_income
North Andover-Lynnfield,11.938911532163392,Lynnfield,1989,111927.0,424,y_hh_income
Lawrence-Lynnfield,11.95438781934023,Lynnfield,1989,111927.0,425,y_hh_income
Peabody-Andover,12.063527257128282,Andover,1989,116723.0,426,y_hh_income
Amesbury-Ipswich,12.148935466625495,Ipswich,1989,81012.0,427,y_hh_income
Lawrence-Rowley,12.169708775426864,Rowley,1989,91679.0,428,y_hh_income
Rockport-Hamilton,12.217801923766386,Hamilton,1989,93972.0,429,y_hh_income
Beverly-Georgetown,12.234465974400331,Georgetown,1989,85742.0,430,y_hh_income
Peabody-Georgetown,12.41794498133533,Georgetown,1989,85742.0,431,y_hh_income
Methuen-Topsfield,12.442101289657243,Topsfield,1989,124224.0,432,y_hh_income
Danvers-North Andover,12.472701117800066,North Andover,1989,98798.0,433,y_hh_income
Danvers-Andover,12.515988078045464,Andover,1989,116723.0,434,y_hh_income
Rockport-Ipswich,12.51727943650737,Ipswich,1989,81012.0,435,y_hh_income
Beverly-Newbury,12.52232559194136,Newbury,1989,84227.0,436,y_hh_income
Newburyport-Hamilton,12.895687904682754,Hamilton,1989,93972.0,437,y_hh_income
Gloucester-Marblehead,12.899264511038684,Marblehead,1989,101935.0,438,y_hh_income
Salem-Ipswich,12.964355516829128,Ipswich,1989,81012.0,439,y_hh_income
Methuen-Newbury,12.969386349249572,Newbury,1989,84227.0,440,y_hh_income
Peabody-North Andover,12.983646178047747,North Andover,1989,98798.0,441,y_hh_income
Georgetown-Lynnfield,13.00013446141318,Lynnfield,1989,111927.0,442,y_hh_income
Haverhill-Middleton,13.045684163488096,Middleton,1989,88103.0,443,y_hh_income
Gloucester-Danvers,13.162132013870128,Danvers,1989,83636.0,444,y_hh_income
Lawrence-Danvers,13.219430987655702,Danvers,1989,83636.0,445,y_hh_income
Lawrence-Peabody,13.34602148618582,Peabody,1989,76069.0,446,y_hh_income
Ipswich-North Andover,13.514457314090834,North Andover,1989,98798.0,447,y_hh_income
Andover-Rowley,13.542872599968398,Rowley,1989,91679.0,448,y_hh_income
Newbury-Manchester,13.555635495860168,,1989,,449,y_hh_income
Groveland-Hamilton,13.56794630071523,Hamilton,1989,93972.0,450,y_hh_income
Ipswich-Marblehead,13.58268546146308,Marblehead,1989,101935.0,451,y_hh_income
Amesbury-North Andover,13.642329098655866,North Andover,1989,98798.0,452,y_hh_income
Newburyport-Boxford,13.787627617280872,Boxford,1989,150155.0,453,y_hh_income
Ipswich-Lynnfield,13.8728960493289,Lynnfield,1989,111927.0,454,y_hh_income
Lynnfield-Manchester,13.902776957218602,,1989,,455,y_hh_income
North Andover-Newburyport,14.04076001068662,Newburyport,1989,73810.0,456,y_hh_income
Salem-Gloucester,14.081055789442749,Gloucester,1989,62480.0,457,y_hh_income
Peabody-Newbury,14.101567271065784,Newbury,1989,84227.0,458,y_hh_income
Methuen-Amesbury,14.19260795563816,Amesbury,1989,72417.0,459,y_hh_income
Merrimac-Danvers,14.486994630142885,Danvers,1989,83636.0,460,y_hh_income
North Andover-Hamilton,14.529339262337508,Hamilton,1989,93972.0,461,y_hh_income
Saugus-Hamilton,14.6134452953004,Hamilton,1989,93972.0,462,y_hh_income
Haverhill-Ipswich,14.669865718574146,Ipswich,1989,81012.0,463,y_hh_income
Georgetown-Manchester,14.883813332484069,,1989,,464,y_hh_income
Ipswich-Swampscott,14.900666267532348,Swampscott,1989,95930.0,465,y_hh_income
Lawrence-Ipswich,14.938465774524616,Ipswich,1989,81012.0,466,y_hh_income
Beverly-Rockport,15.074415061446627,Rockport,1989,67268.0,467,y_hh_income
Lawrence-Amesbury,15.087670934599409,Amesbury,1989,72417.0,468,y_hh_income
Methuen-Lynnfield,15.14039062640831,Lynnfield,1989,111927.0,469,y_hh_income
Saugus-Andover,15.162806374607642,Andover,1989,116723.0,470,y_hh_income
Gloucester-Salisbury,15.183458969627928,Salisbury,1989,68193.0,471,y_hh_income
Beverly-North Andover,15.202946214049929,North Andover,1989,98798.0,472,y_hh_income
Gloucester-Boxford,15.254370502270476,Boxford,1989,150155.0,473,y_hh_income
Beverly-Andover,15.336875510225218,Andover,1989,116723.0,474,y_hh_income
Rowley-Lynnfield,15.362293556244408,Lynnfield,1989,111927.0,475,y_hh_income
Lynn-Ipswich,15.380850893825723,Ipswich,1989,81012.0,476,y_hh_income
Methuen-Newburyport,15.49621321495254,Newburyport,1989,73810.0,477,y_hh_income
Saugus-Manchester,15.506799112025297,,1989,,478,y_hh_income
Gloucester-Swampscott,15.517247717133625,Swampscott,1989,95930.0,479,y_hh_income
Salem-Georgetown,15.519365983947756,Georgetown,1989,85742.0,480,y_hh_income
Lawrence-Newburyport,15.606260090799044,Newburyport,1989,73810.0,481,y_hh_income
Ipswich-Andover,15.619722899199228,Andover,1989,116723.0,482,y_hh_income
Lawrence-Hamilton,15.70856348237175,Hamilton,1989,93972.0,483,y_hh_income
Amesbury-Middleton,15.72378249702108,Middleton,1989,88103.0,484,y_hh_income
Andover-Hamilton,15.758343218532286,Hamilton,1989,93972.0,485,y_hh_income
Gloucester-Peabody,15.890522696154266,Peabody,1989,76069.0,486,y_hh_income
Lawrence-Beverly,16.00590447862675,Beverly,1989,75693.0,487,y_hh_income
Methuen-Danvers,16.053745356476842,Danvers,1989,83636.0,488,y_hh_income
Amesbury-Hamilton,16.097453923288366,Hamilton,1989,93972.0,489,y_hh_income
Danvers-Newburyport,16.133658382863327,Newburyport,1989,73810.0,490,y_hh_income
Salem-Andover,16.204989390768823,Andover,1989,116723.0,491,y_hh_income
Salem-Newbury,16.43744294243522,Newbury,1989,84227.0,492,y_hh_income
Peabody-Methuen,16.439975632764526,Methuen,1989,72058.0,493,y_hh_income
Lynn-Andover,16.481500340819096,Andover,1989,116723.0,494,y_hh_income
Beverly-Groveland,16.495403844308367,Groveland,1989,92413.0,495,y_hh_income
Methuen-Ipswich,16.565586663887842,Ipswich,1989,81012.0,496,y_hh_income
Lynn-Gloucester,16.5739121803416,Gloucester,1989,62480.0,497,y_hh_income
Peabody-Groveland,16.58896113190994,Groveland,1989,92413.0,498,y_hh_income
Haverhill-Danvers,16.742845521517314,Danvers,1989,83636.0,499,y_hh_income
Rockport-Newbury,16.829522160879524,Newbury,1989,84227.0,500,y_hh_income
Groveland-Lynnfield,16.880364255363606,Lynnfield,1989,111927.0,501,y_hh_income
Salem-North Andover,16.994939653374267,North Andover,1989,98798.0,502,y_hh_income
Rockport-Danvers,17.068055413321378,Danvers,1989,83636.0,503,y_hh_income
Marblehead-Georgetown,17.078385759064822,Georgetown,1989,85742.0,504,y_hh_income
Newburyport-Manchester,17.092291070744253,,1989,,505,y_hh_income
Lawrence-Saugus,17.09637317499067,Saugus,1989,80119.0,506,y_hh_income
Haverhill-Hamilton,17.117663719384304,Hamilton,1989,93972.0,507,y_hh_income
Andover-Swampscott,17.159933115955244,Swampscott,1989,95930.0,508,y_hh_income
Beverly-Newburyport,17.162864608528,Newburyport,1989,73810.0,509,y_hh_income
Amesbury-Andover,17.210854155649013,Andover,1989,116723.0,510,y_hh_income
Rockport-Marblehead,17.214476041323557,Marblehead,1989,101935.0,511,y_hh_income
Lynn-Georgetown,17.229769197983277,Georgetown,1989,85742.0,512,y_hh_income
Saugus-North Andover,17.24339387979217,North Andover,1989,98798.0,513,y_hh_income
Swampscott-Georgetown,17.25751644148076,Georgetown,1989,85742.0,514,y_hh_income
Andover-Newburyport,17.403607755179664,Newburyport,1989,73810.0,515,y_hh_income
Gloucester-Newburyport,17.439456653732286,Newburyport,1989,73810.0,516,y_hh_income
Lawrence-Salem,17.441359298529775,Salem,1989,62394.0,517,y_hh_income
Gloucester-Georgetown,17.51726905403272,Georgetown,1989,85742.0,518,y_hh_income
Haverhill-Lynnfield,17.549864906635467,Lynnfield,1989,111927.0,519,y_hh_income
Salisbury-Marblehead,17.559301459631794,Marblehead,1989,101935.0,520,y_hh_income
Lynn-North Andover,17.793342757604016,North Andover,1989,98798.0,521,y_hh_income
Rockport-Newburyport,17.911944205966048,Newburyport,1989,73810.0,522,y_hh_income
Methuen-Hamilton,17.956172618128836,Hamilton,1989,93972.0,523,y_hh_income
Saugus-Ipswich,17.993398810778938,Ipswich,1989,81012.0,524,y_hh_income
Lawrence-Lynn,18.016548938946595,Lynn,1989,54573.0,525,y_hh_income
Haverhill-Peabody,18.069702789019665,Peabody,1989,76069.0,526,y_hh_income
North Andover-Swampscott,18.268783059518945,Swampscott,1989,95930.0,527,y_hh_income
Saugus-Georgetown,18.28075555882961,Georgetown,1989,85742.0,528,y_hh_income
Newbury-Swampscott,18.31949668550949,Swampscott,1989,95930.0,529,y_hh_income
Salem-Rockport,18.37551040891196,Rockport,1989,67268.0,530,y_hh_income
Andover-Marblehead,18.48502227795016,Marblehead,1989,101935.0,531,y_hh_income
Lynn-Newbury,18.534331766607817,Newbury,1989,84227.0,532,y_hh_income
Lawrence-Swampscott,18.584554664701063,Swampscott,1989,95930.0,533,y_hh_income
Amesbury-Danvers,18.594489097577085,Danvers,1989,83636.0,534,y_hh_income
Groveland-Manchester,18.708926594679557,,1989,,535,y_hh_income
Rockport-Boxford,18.711609389647226,Boxford,1989,150155.0,536,y_hh_income
Methuen-Beverly,18.785638006009563,Beverly,1989,75693.0,537,y_hh_income
Gloucester-Lynnfield,18.87052226289195,Lynnfield,1989,111927.0,538,y_hh_income
Peabody-Newburyport,19.090854751609864,Newburyport,1989,73810.0,539,y_hh_income
North Andover-Marblehead,19.10744090093772,Marblehead,1989,101935.0,540,y_hh_income
Haverhill-Beverly,19.17226391554763,Beverly,1989,75693.0,541,y_hh_income
North Andover-Manchester,19.60006908182719,,1989,,542,y_hh_income
Lawrence-Marblehead,19.63388197068381,Marblehead,1989,101935.0,543,y_hh_income
Rockport-Georgetown,19.77429283323797,Georgetown,1989,85742.0,544,y_hh_income
Salem-Merrimac,19.79855980776882,Merrimac,1989,78814.0,545,y_hh_income
Rockport-Swampscott,19.832944954636584,Swampscott,1989,95930.0,546,y_hh_income
Peabody-Rockport,19.98039290805461,Rockport,1989,67268.0,547,y_hh_income
Beverly-Amesbury,20.02087689393048,Amesbury,1989,72417.0,548,y_hh_income
Methuen-Saugus,20.282260549932783,Saugus,1989,80119.0,549,y_hh_income
Salisbury-Saugus,20.307828831078293,Saugus,1989,80119.0,550,y_hh_income
Newburyport-Lynnfield,20.356616448714604,Lynnfield,1989,111927.0,551,y_hh_income
Andover-Manchester,20.460129563002276,,1989,,552,y_hh_income
Salem-Methuen,20.498835495217957,Methuen,1989,72058.0,553,y_hh_income
Gloucester-Saugus,20.54127361270812,Saugus,1989,80119.0,554,y_hh_income
Amesbury-Manchester,20.6275022248012,,1989,,555,y_hh_income
Lawrence-Manchester,20.681324564641606,,1989,,556,y_hh_income
Gloucester-Merrimac,20.736345367951014,Merrimac,1989,78814.0,557,y_hh_income
Lynn-Rockport,20.8839856108975,Rockport,1989,67268.0,558,y_hh_income
Lynn-Methuen,21.167875343829028,Methuen,1989,72058.0,559,y_hh_income
Peabody-Amesbury,21.238386179045992,Amesbury,1989,72417.0,560,y_hh_income
Salem-Newburyport,21.242177897894187,Newburyport,1989,73810.0,561,y_hh_income
Gloucester-Amesbury,21.26372255824968,Amesbury,1989,72417.0,562,y_hh_income
Groveland-Marblehead,21.36451126434109,Marblehead,1989,101935.0,563,y_hh_income
Lynn-Merrimac,21.4528307283514,Merrimac,1989,78814.0,564,y_hh_income
Groveland-Swampscott,21.51867720344836,Swampscott,1989,95930.0,565,y_hh_income
Methuen-Swampscott,21.70454772517829,Swampscott,1989,95930.0,566,y_hh_income
Amesbury-Rockport,21.77235614252541,Rockport,1989,67268.0,567,y_hh_income
Salem-Haverhill,21.799231471755373,Haverhill,1989,70613.0,568,y_hh_income
Amesbury-Lynnfield,22.042808363077896,Lynnfield,1989,111927.0,569,y_hh_income
Newburyport-Marblehead,22.178447256449367,Marblehead,1989,101935.0,570,y_hh_income
Saugus-Groveland,22.26165384218731,Groveland,1989,92413.0,571,y_hh_income
Haverhill-Manchester,22.36945438661742,,1989,,572,y_hh_income
Rockport-Groveland,22.392578038158675,Groveland,1989,92413.0,573,y_hh_income
Methuen-Marblehead,22.64541588297923,Marblehead,1989,101935.0,574,y_hh_income
Rockport-Lynnfield,22.91466328343544,Lynnfield,1989,111927.0,575,y_hh_income
Haverhill-Saugus,22.955894710502044,Saugus,1989,80119.0,576,y_hh_income
Lynn-Haverhill,23.0026220104014,Haverhill,1989,70613.0,577,y_hh_income
Methuen-Manchester,23.089600480819158,,1989,,578,y_hh_income
Newburyport-Swampscott,23.15133451011449,Swampscott,1989,95930.0,579,y_hh_income
Gloucester-North Andover,23.172294105998617,North Andover,1989,98798.0,580,y_hh_income
Haverhill-Swampscott,23.30482078720043,Swampscott,1989,95930.0,581,y_hh_income
Lynn-Newburyport,23.432829441197484,Newburyport,1989,73810.0,582,y_hh_income
Haverhill-Marblehead,23.68056099428028,Marblehead,1989,101935.0,583,y_hh_income
Salem-Amesbury,23.871491956767866,Amesbury,1989,72417.0,584,y_hh_income
Lawrence-Gloucester,24.42470131212901,Gloucester,1989,62480.0,585,y_hh_income
Gloucester-Andover,24.547384939302,Andover,1989,116723.0,586,y_hh_income
Rockport-Saugus,24.827248081289227,Saugus,1989,80119.0,587,y_hh_income
Haverhill-Gloucester,24.95035273715314,Gloucester,1989,62480.0,588,y_hh_income
Amesbury-Marblehead,25.056378726242865,Marblehead,1989,101935.0,589,y_hh_income
Saugus-Newburyport,25.312493514949253,Newburyport,1989,73810.0,590,y_hh_income
Amesbury-Swampscott,25.72700610367984,Swampscott,1989,95930.0,591,y_hh_income
Lynn-Amesbury,25.86689109358219,Amesbury,1989,72417.0,592,y_hh_income
Rockport-North Andover,25.970085084054105,North Andover,1989,98798.0,593,y_hh_income
Gloucester-Methuen,26.487426371561423,Methuen,1989,72058.0,594,y_hh_income
Haverhill-Rockport,26.915489928836628,Rockport,1989,67268.0,595,y_hh_income
Amesbury-Saugus,27.268306509975,Saugus,1989,80119.0,596,y_hh_income
Lawrence-Rockport,27.33693396290136,Rockport,1989,67268.0,597,y_hh_income
Rockport-Andover,27.740646256643792,Andover,1989,116723.0,598,y_hh_income
Methuen-Rockport,29.08233974307388,Rockport,1989,67268.0,599,y_hh_income
Lynn-Swampscott,1.196055302079143,Swampscott,1999,101129.0,600,y_hh_income
Lawrence-North Andover,1.5855866438822594,North Andover,1999,103461.0,601,y_hh_income
Salem-Swampscott,1.9363245470077504,Swampscott,1999,101129.0,602,y_hh_income
Salem-Marblehead,2.361965084725948,Marblehead,1999,105225.0,603,y_hh_income
Lawrence-Andover,2.4075788470636974,Andover,1999,124735.0,604,y_hh_income
Lynn-Salem,2.620759071282193,Salem,1999,62640.0,605,y_hh_income
Swampscott-Marblehead,2.7700866048205146,Marblehead,1999,105225.0,606,y_hh_income
Beverly-Danvers,2.820942616776508,Danvers,1999,83617.0,607,y_hh_income
Peabody-Lynnfield,3.0211280959779665,Lynnfield,1999,114696.0,608,y_hh_income
Lawrence-Methuen,3.190858545165007,Methuen,1999,70598.0,609,y_hh_income
Peabody-Danvers,3.3831848090871595,Danvers,1999,83617.0,610,y_hh_income
Methuen-North Andover,3.582984079375072,North Andover,1999,103461.0,611,y_hh_income
Andover-North Andover,3.5890416313744566,North Andover,1999,103461.0,612,y_hh_income
Danvers-Topsfield,3.717251074636475,Topsfield,1999,137178.0,613,y_hh_income
Salisbury-Georgetown,3.814898481551445,Georgetown,1999,108485.0,614,y_hh_income
Amesbury-Newburyport,3.8692811155221,Newburyport,1999,83301.0,615,y_hh_income
Lynn-Marblehead,3.9489579065240856,Marblehead,1999,105225.0,616,y_hh_income
Ipswich-Hamilton,4.140077970284551,Hamilton,1999,102425.0,617,y_hh_income
Salem-Peabody,4.141631838811724,Peabody,1999,77998.0,618,y_hh_income
Lynn-Saugus,4.160763648971105,Saugus,1999,78669.0,619,y_hh_income
Merrimac-Georgetown,4.28828278923016,Georgetown,1999,108485.0,620,y_hh_income
Gloucester-Rockport,4.3171524484408135,Rockport,1999,72069.0,621,y_hh_income
Salem-Beverly,4.327777882741018,Beverly,1999,76796.0,622,y_hh_income
Beverly-Hamilton,4.72845942483406,Hamilton,1999,102425.0,623,y_hh_income
Haverhill-Groveland,4.762942120764938,Groveland,1999,98395.0,624,y_hh_income
Peabody-Beverly,4.935838087070542,Beverly,1999,76796.0,625,y_hh_income
Lynn-Peabody,4.94029677394803,Peabody,1999,77998.0,626,y_hh_income
Haverhill-Methuen,4.97318960159047,Methuen,1999,70598.0,627,y_hh_income
Newbury-Newburyport,5.008180269711917,Newburyport,1999,83301.0,628,y_hh_income
Beverly-Marblehead,5.037819794778186,Marblehead,1999,105225.0,629,y_hh_income
Gloucester-Manchester,5.06495176646527,,1999,,630,y_hh_income
Ipswich-Newbury,5.0819856969992605,Newbury,1999,106459.0,631,y_hh_income
Hamilton-Manchester,5.254430247077268,,1999,,632,y_hh_income
Peabody-Swampscott,5.289150594497587,Swampscott,1999,101129.0,633,y_hh_income
Methuen-Andover,5.306090018823177,Andover,1999,124735.0,634,y_hh_income
Salem-Danvers,5.330710306255406,Danvers,1999,83617.0,635,y_hh_income
Danvers-Hamilton,5.335146344153019,Hamilton,1999,102425.0,636,y_hh_income
Saugus-Swampscott,5.349151489056062,Swampscott,1999,101129.0,637,y_hh_income
Saugus-Lynnfield,5.433577113105851,Lynnfield,1999,114696.0,638,y_hh_income
Peabody-Middleton,5.5454252943224684,Middleton,1999,115790.0,639,y_hh_income
Newbury-Groveland,5.590551585369322,Groveland,1999,98395.0,640,y_hh_income
Amesbury-Groveland,5.917174839382962,Groveland,1999,98395.0,641,y_hh_income
Danvers-Lynnfield,5.964400140329401,Lynnfield,1999,114696.0,642,y_hh_income
Beverly-Manchester,5.971410704235797,,1999,,643,y_hh_income
Haverhill-North Andover,6.005102278445393,North Andover,1999,103461.0,644,y_hh_income
Beverly-Swampscott,6.252890130243487,Swampscott,1999,101129.0,645,y_hh_income
Lynn-Lynnfield,6.268752525050366,Lynnfield,1999,114696.0,646,y_hh_income
Peabody-Saugus,6.286835159897371,Saugus,1999,78669.0,647,y_hh_income
Beverly-Middleton,6.352256480398708,Middleton,1999,115790.0,648,y_hh_income
Peabody-Marblehead,6.446932447408488,Marblehead,1999,105225.0,649,y_hh_income
Salem-Saugus,6.465266029224285,Saugus,1999,78669.0,650,y_hh_income
Middleton-Hamilton,6.512709111452249,Hamilton,1999,102425.0,651,y_hh_income
Salem-Lynnfield,6.587860172732203,Lynnfield,1999,114696.0,652,y_hh_income
Lynnfield-Boxford,6.601916701304433,Boxford,1999,161052.0,653,y_hh_income
Merrimac-Newburyport,6.769292675011802,Newburyport,1999,83301.0,654,y_hh_income
North Andover-Georgetown,6.802750263821978,Georgetown,1999,108485.0,655,y_hh_income
Lynn-Beverly,6.870577048901468,Beverly,1999,76796.0,656,y_hh_income
Georgetown-Boxford,6.878720081064147,Boxford,1999,161052.0,657,y_hh_income
Lawrence-Haverhill,6.909402253317068,Haverhill,1999,70891.0,658,y_hh_income
Danvers-Marblehead,6.956299833777334,Marblehead,1999,105225.0,659,y_hh_income
Swampscott-Lynnfield,7.077581548126293,Lynnfield,1999,114696.0,660,y_hh_income
Danvers-Swampscott,7.138617286692019,Swampscott,1999,101129.0,661,y_hh_income
Ipswich-Georgetown,7.303851120504134,Georgetown,1999,108485.0,662,y_hh_income
Lynn-Danvers,7.307373189110715,Danvers,1999,83617.0,663,y_hh_income
Amesbury-Newbury,7.5010648416583505,Newbury,1999,106459.0,664,y_hh_income
Haverhill-Georgetown,7.509617320152967,Georgetown,1999,108485.0,665,y_hh_income
Ipswich-Middleton,7.724247814786984,Middleton,1999,115790.0,666,y_hh_income
Merrimac-North Andover,7.740175664835019,North Andover,1999,103461.0,667,y_hh_income
Beverly-Lynnfield,7.932323713286167,Lynnfield,1999,114696.0,668,y_hh_income
Newburyport-Georgetown,7.985919998287651,Georgetown,1999,108485.0,669,y_hh_income
Saugus-Marblehead,8.109540994969315,Marblehead,1999,105225.0,670,y_hh_income
Marblehead-Manchester,8.114360343705243,,1999,,671,y_hh_income
Lawrence-Georgetown,8.367780755084983,Georgetown,1999,108485.0,672,y_hh_income
